p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
2.34E-128	0.119659403	0.205	0.069	3.75E-124	R2	Mis18bp1
1.46E-127	0.183725399	0.54	0.293	2.35E-123	R2	Eprs
3.96E-125	0.152205451	0.304	0.128	6.37E-121	R2	Gapdh
5.29E-124	0.138043545	0.272	0.109	8.51E-120	R2	Ptbp3
2.07E-123	0.19416855	0.723	0.439	3.33E-119	R2	Tpr
2.67E-122	0.138043545	0.277	0.113	4.29E-118	R2	Tpm4
1.93E-120	0.130702572	0.239	0.091	3.11E-116	R2	Dbf4
2.89E-120	0.165644282	0.591	0.329	4.64E-116	R2	Ddx5
3.57E-120	0.160571853	0.324	0.145	5.73E-116	R2	Rasa1
4.00E-119	0.132283193	0.241	0.092	6.43E-115	R2	Kif23
6.95E-119	0.176290398	0.563	0.313	1.12E-114	R2	Rbms1
6.94E-116	0.159354822	0.399	0.198	1.12E-111	R2	Gspt1
1.25E-115	0.151390939	0.339	0.156	2.01E-111	R2	Pfn1
5.59E-114	0.147283348	0.36	0.17	8.98E-110	R2	Csde1
1.12E-109	0.126634917	0.241	0.097	1.80E-105	R2	Eps8
6.94E-109	0.130698482	0.276	0.118	1.11E-104	R2	Slc25a3
5.34E-108	0.129770639	0.253	0.105	8.57E-104	R2	Hspa8
1.93E-107	0.10601558	0.183	0.064	3.10E-103	R2	Ran
4.02E-106	0.128069519	0.272	0.117	6.47E-102	R2	Eif1
4.04E-105	0.140988112	0.367	0.181	6.49E-101	R2	Dek
8.12E-105	0.132381656	0.298	0.134	1.30E-100	R2	Kif15
2.58E-104	0.146460802	0.364	0.179	4.14E-100	R2	Slc25a4
4.17E-104	0.140395921	0.315	0.147	6.71E-100	R2	Asap1
4.41E-104	0.176487713	0.722	0.454	7.09E-100	R2	Hsp90b1
2.29E-103	0.116651307	0.208	0.08	3.68E-99	R2	Kif4
1.16E-102	0.113608635	0.214	0.083	1.86E-98	R2	G2e3
4.46E-101	0.116584912	0.227	0.092	7.17E-97	R2	Srsf3
2.15E-99	0.130799373	0.309	0.145	3.45E-95	R2	Cct6a
6.70E-99	0.108936449	0.199	0.076	1.08E-94	R2	Cct4
8.10E-99	0.135081241	0.356	0.177	1.30E-94	R2	Lpgat1
1.00E-98	0.112987592	0.216	0.086	1.61E-94	R2	Ncapg
1.07E-98	0.14887136	0.395	0.207	1.72E-94	R2	Dhx9
5.44E-97	0.128233046	0.288	0.132	8.75E-93	R2	Rangap1
1.15E-96	0.138849661	0.378	0.194	1.85E-92	R2	Cct2
5.37E-96	0.122704756	0.277	0.125	8.62E-92	R2	Cdc27
7.03E-96	0.125361178	0.302	0.141	1.13E-91	R2	Tsn
8.64E-96	0.117417276	0.23	0.096	1.39E-91	R2	Cct3
1.06E-95	0.128827581	0.293	0.137	1.71E-91	R2	Bzw1
2.91E-95	0.147138605	0.387	0.203	4.67E-91	R2	Nars
6.69E-95	0.132149021	0.319	0.154	1.08E-90	R2	G3bp1
2.18E-94	0.129610583	0.306	0.146	3.51E-90	R2	Rad21
2.66E-94	0.146143519	0.49	0.277	4.27E-90	R2	Iqgap1
4.33E-94	0.114598681	0.226	0.094	6.96E-90	R2	Ptges3
9.64E-94	0.124994133	0.312	0.15	1.55E-89	R2	Rab14
9.59E-92	0.129789341	0.352	0.178	1.54E-87	R2	G3bp2
5.20E-91	0.119298496	0.275	0.127	8.35E-87	R2	Uhrf1bp1l
8.56E-91	0.130945077	0.336	0.169	1.37E-86	R2	Diaph3
9.48E-91	0.141282161	0.448	0.249	1.52E-86	R2	Ptp4a2
1.27E-90	0.139173522	0.412	0.224	2.04E-86	R2	Hnrnpa2b1
2.67E-90	0.163440985	0.509	0.301	4.29E-86	R2	Smarca5
3.32E-90	0.139167146	0.386	0.204	5.34E-86	R2	Flna
1.85E-89	0.147409009	0.609	0.372	2.98E-85	R2	Scaf11
1.26E-88	0.10717454	0.202	0.082	2.02E-84	R2	Ckap2
1.74E-88	0.122411364	0.311	0.152	2.79E-84	R2	Psmd1
2.30E-88	0.115890063	0.248	0.11	3.70E-84	R2	Lims1
8.81E-88	0.115115228	0.227	0.098	1.42E-83	R2	Eno1
3.27E-87	0.114550572	0.232	0.101	5.26E-83	R2	Atp5f1
8.11E-87	0.114554966	0.249	0.112	1.30E-82	R2	Tcp1
1.06E-85	0.11823752	0.265	0.123	1.71E-81	R2	Rps2
2.80E-85	0.124817603	0.329	0.167	4.49E-81	R2	Hnrnpm
6.66E-85	0.133161781	0.333	0.172	1.07E-80	R2	Basp1
2.38E-84	0.138767436	0.423	0.238	3.83E-80	R2	Ssb
3.59E-84	0.135087145	0.413	0.23	5.77E-80	R2	Ctnna1
7.56E-84	0.122075453	0.327	0.166	1.21E-79	R2	Pafah1b1
2.18E-83	0.140137305	0.464	0.27	3.51E-79	R2	Wnk1
2.76E-83	0.105125486	0.212	0.091	4.43E-79	R2	Anp32e
1.04E-82	0.122988248	0.267	0.127	1.66E-78	R2	Abce1
2.88E-81	0.157559665	0.882	0.695	4.62E-77	R2	Nedd4
7.91E-79	0.127423009	0.378	0.208	1.27E-74	R2	Prpf40a
6.13E-77	0.100275552	0.214	0.095	9.85E-73	R2	Gdi2
1.56E-76	0.129480169	0.383	0.212	2.51E-72	R2	Csf1
3.26E-75	0.100114688	0.222	0.101	5.23E-71	R2	Cdk4
2.19E-74	0.115491907	0.286	0.145	3.52E-70	R2	Ank
2.22E-74	0.100173677	0.214	0.096	3.56E-70	R2	Rrm1
9.21E-74	0.124626658	0.422	0.243	1.48E-69	R2	Eef2
1.51E-73	0.123346053	0.4	0.227	2.43E-69	R2	Hspa4
8.36E-73	0.103326076	0.231	0.108	1.34E-68	R2	Cnot6
2.60E-72	0.107060837	0.27	0.135	4.18E-68	R2	Arpc2
7.72E-72	0.106809831	0.243	0.117	1.24E-67	R2	Fmr1
2.14E-70	0.100112104	0.215	0.099	3.44E-66	R2	Ranbp1
1.16E-68	0.102838199	0.224	0.106	1.86E-64	R2	Syncrip
1.70E-68	0.111219175	0.343	0.189	2.72E-64	R2	Ssrp1
2.89E-67	0.127529949	0.519	0.325	4.64E-63	R2	Itgb1
7.59E-66	0.100646935	0.21	0.099	1.22E-61	R2	Ubc
1.03E-65	0.110671604	0.382	0.221	1.65E-61	R2	Naa15
1.35E-65	0.119886591	0.513	0.319	2.16E-61	R2	Gnas
3.35E-65	0.113804838	0.355	0.202	5.39E-61	R2	Smc6
1.96E-64	0.10246411	0.244	0.123	3.14E-60	R2	Tomm70a
1.47E-62	0.110202283	0.42	0.252	2.37E-58	R2	Phip
1.74E-61	0.103249731	0.336	0.19	2.80E-57	R2	Tcerg1
8.73E-61	0.103237281	0.292	0.16	1.40E-56	R2	Nop58
2.61E-60	0.103309408	0.336	0.191	4.20E-56	R2	Ywhab
1.19E-59	0.101727647	0.29	0.159	1.91E-55	R2	Ube3a
1.12E-58	0.108116031	0.432	0.264	1.80E-54	R2	Hdgf
1.33E-58	0.102870673	0.335	0.192	2.14E-54	R2	Nap1l1
1.97E-57	0.11557542	0.396	0.243	3.16E-53	R2	Slc38a2
4.74E-56	0.103725526	0.502	0.32	7.62E-52	R2	Ccdc88a
1.48E-53	0.104702911	0.615	0.415	2.38E-49	R2	Rock2
2.16E-53	0.102095766	0.661	0.442	3.47E-49	R2	Ahnak
4.62E-50	0.103839705	0.525	0.348	7.42E-46	R2	Hspa5
0	0.786363482	0.856	0.237	0	R3	Cenpf
0	0.736092651	0.862	0.282	0	R3	Cenpe
0	0.661287382	0.878	0.366	0	R3	Mki67
0	0.652601767	0.844	0.32	0	R3	Top2a
0	0.498841791	0.668	0.193	0	R3	Kif20b
0	0.362948621	0.539	0.173	0	R3	Arl6ip1
0	0.361605804	0.464	0.107	0	R3	Aspm
0	0.321522052	0.518	0.187	0	R3	Knl1
1.00E-302	0.259386138	0.402	0.135	1.61E-298	R3	Hmmr
4.71E-302	0.234127983	0.364	0.113	7.56E-298	R3	Prc1
3.90E-301	0.278535316	0.468	0.176	6.27E-297	R3	Anln
1.22E-300	0.392396199	0.746	0.373	1.96E-296	R3	Grem1
9.00E-278	0.233901455	0.367	0.122	1.45E-273	R3	Tpx2
2.28E-266	0.219691427	0.344	0.112	3.66E-262	R3	Kif11
5.32E-243	0.308823977	0.633	0.308	8.55E-239	R3	Ccnd1
2.21E-237	0.273427683	0.551	0.256	3.55E-233	R3	Smc4
1.74E-234	0.189849004	0.285	0.088	2.80E-230	R3	Kif23
1.02E-231	0.281860023	0.56	0.268	1.64E-227	R3	Smc2
2.39E-225	0.192156406	0.315	0.106	3.84E-221	R3	Sgo2a
1.94E-211	0.184378704	0.291	0.097	3.12E-207	R3	Incenp
7.62E-210	0.158383028	0.231	0.066	1.22E-205	R3	Mis18bp1
2.04E-209	0.220610476	0.398	0.163	3.29E-205	R3	Diaph3
3.75E-209	0.331751557	0.924	0.768	6.03E-205	R3	Ncl
2.48E-195	0.176099847	0.301	0.106	3.98E-191	R3	Ckap2l
8.76E-188	0.23441988	0.449	0.205	1.41E-183	R3	Csf1
2.71E-187	0.16434889	0.264	0.088	4.35E-183	R3	Dbf4
5.98E-187	0.139115228	0.216	0.063	9.60E-183	R3	Dlgap5
1.29E-175	0.163466674	0.283	0.102	2.07E-171	R3	Cit
8.69E-173	0.198468856	0.368	0.157	1.40E-168	R3	Ckap5
2.05E-166	0.292393015	0.704	0.437	3.29E-162	R3	Ahnak
2.55E-165	0.126259785	0.187	0.054	4.10E-161	R3	Cep55
1.81E-161	0.14682091	0.23	0.077	2.91E-157	R3	Kif4
4.32E-157	0.111904321	0.161	0.043	6.95E-153	R3	Spag5
5.86E-156	0.115139427	0.171	0.048	9.41E-152	R3	Cdca2
8.11E-156	0.129564096	0.197	0.06	1.30E-151	R3	Ccdc18
1.70E-155	0.219269445	0.413	0.198	2.73E-151	R3	Hmga2
1.08E-153	0.264127726	0.573	0.326	1.74E-149	R3	Ptma
5.28E-149	0.246199107	0.575	0.33	8.49E-145	R3	Taf1d
7.39E-148	0.125773175	0.192	0.06	1.19E-143	R3	Arhgap11a
3.39E-139	0.13527045	0.227	0.081	5.45E-135	R3	G2e3
1.02E-137	0.138212039	0.222	0.079	1.64E-133	R3	Ckap2
4.26E-136	0.22012713	0.51	0.283	6.84E-132	R3	Ddx21
2.00E-133	0.234534356	0.944	0.808	3.22E-129	R3	Actb
3.55E-133	0.158333681	0.306	0.132	5.71E-129	R3	Kif15
9.97E-131	0.231695048	0.591	0.359	1.60E-126	R3	Nucks1
3.75E-129	0.134319068	0.225	0.084	6.03E-125	R3	Ncapg
7.58E-128	0.127007558	0.213	0.077	1.22E-123	R3	Cip2a
1.14E-122	0.218315506	0.611	0.374	1.83E-118	R3	Hsp90aa1
2.25E-114	0.100308519	0.149	0.046	3.62E-110	R3	Ttk
3.11E-114	0.191129011	0.435	0.238	5.00E-110	R3	Mybbp1a
1.10E-113	0.211861628	0.931	0.839	1.77E-109	R3	Prrc2c
3.54E-113	0.164313295	0.356	0.178	5.69E-109	R3	Myof
1.17E-112	0.135154199	0.258	0.11	1.87E-108	R3	Cntrl
9.15E-109	0.114071226	0.181	0.065	1.47E-104	R3	Sgo1
1.76E-107	0.170551324	0.421	0.228	2.83E-103	R3	Alcam
4.94E-106	0.107281313	0.178	0.065	7.94E-102	R3	Trim59
4.29E-103	0.117868263	0.21	0.084	6.89E-99	R3	Racgap1
3.99E-100	0.163560755	0.385	0.207	6.41E-96	R3	Calm2
1.18E-98	0.183339793	0.519	0.317	1.90E-94	R3	Ccdc88a
5.28E-98	0.118146634	0.198	0.079	8.49E-94	R3	Nav3
4.10E-96	0.130154608	0.255	0.116	6.59E-92	R3	Ahnak2
2.20E-93	0.11841434	0.231	0.101	3.54E-89	R3	Mcph1
1.91E-86	0.190811744	0.552	0.36	3.07E-82	R3	Lgals1
5.34E-86	0.170355337	0.391	0.224	8.58E-82	R3	Pdap1
9.37E-86	0.185252043	0.568	0.375	1.51E-81	R3	Plec
8.36E-85	0.109767903	0.201	0.087	1.34E-80	R3	Hmgb2
3.04E-84	0.107229393	0.184	0.076	4.88E-80	R3	Cenpc1
3.33E-84	0.154844935	0.428	0.253	5.35E-80	R3	Smc1a
1.48E-83	0.164439519	0.514	0.324	2.38E-79	R3	Itgb1
8.11E-83	0.160391903	0.47	0.29	1.30E-78	R3	Eif3a
2.04E-82	0.169041088	0.74	0.512	3.28E-78	R3	Vim
1.79E-81	0.161835906	0.515	0.327	2.88E-77	R3	Tln1
2.95E-81	0.146357895	0.41	0.238	4.73E-77	R3	Prkg2
3.04E-79	0.140852013	0.379	0.218	4.89E-75	R3	Slk
2.87E-77	0.139750886	0.445	0.268	4.62E-73	R3	Npm1
4.38E-77	0.13326363	0.324	0.178	7.05E-73	R3	Cdk6
4.22E-76	0.12063948	0.284	0.148	6.78E-72	R3	Asap1
8.68E-76	0.11915343	0.254	0.127	1.40E-71	R3	Pcnt
1.76E-75	0.146012285	0.422	0.256	2.83E-71	R3	Smarca4
2.19E-75	0.167291534	0.579	0.39	3.52E-71	R3	Hnrnpu
2.30E-75	0.142752945	0.417	0.251	3.70E-71	R3	Phip
9.24E-74	0.120212818	0.292	0.155	1.48E-69	R3	Zc3h13
3.31E-73	0.13040438	0.338	0.191	5.32E-69	R3	Nap1l1
2.04E-72	0.114140357	0.289	0.153	3.27E-68	R3	Tcof1
1.78E-70	0.15836215	0.655	0.457	2.85E-66	R3	Hsp90b1
2.66E-70	0.116725213	0.277	0.147	4.28E-66	R3	Rad21
4.59E-69	0.101420229	0.219	0.106	7.38E-65	R3	Lyar
5.04E-69	0.120809254	0.321	0.179	8.10E-65	R3	Lamb1
6.13E-69	0.108160802	0.257	0.133	9.85E-65	R3	Rangap1
1.26E-68	0.151836373	0.556	0.374	2.02E-64	R3	Scaf11
2.04E-67	0.12547459	0.375	0.224	3.27E-63	R3	Nolc1
1.83E-66	0.122195301	0.291	0.161	2.95E-62	R3	Hspa4l
4.70E-66	0.120542939	0.307	0.173	7.55E-62	R3	Basp1
1.53E-65	0.152595669	0.708	0.516	2.47E-61	R3	Hsp90ab1
2.06E-65	0.1169343	0.293	0.162	3.30E-61	R3	Zfhx4
8.41E-65	0.116857349	0.271	0.147	1.35E-60	R3	Flnb
4.00E-64	0.118462763	0.331	0.192	6.42E-60	R3	Wdr43
2.09E-63	0.12392199	0.3	0.17	3.35E-59	R3	Nid1
2.51E-63	0.103401666	0.229	0.117	4.04E-59	R3	Utp20
3.25E-63	0.108407064	0.295	0.165	5.22E-59	R3	Sfpq
4.98E-63	0.100096093	0.342	0.196	8.00E-59	R3	Thbs1
8.34E-63	0.102535305	0.231	0.119	1.34E-58	R3	S100a4
1.40E-62	0.12027661	0.325	0.19	2.25E-58	R3	Tcerg1
9.48E-62	0.11895097	0.379	0.232	1.52E-57	R3	Sept7
2.98E-61	0.110042809	0.28	0.156	4.79E-57	R3	Rad50
3.32E-61	0.120161151	0.338	0.201	5.33E-57	R3	Gspt1
1.82E-60	0.108081646	0.284	0.159	2.93E-56	R3	Nop58
1.49E-59	0.114315581	0.345	0.206	2.39E-55	R3	Flna
2.37E-59	0.106523634	0.268	0.148	3.81E-55	R3	Rasa1
3.72E-59	0.151101299	0.541	0.375	5.98E-55	R3	Rpl4
4.26E-59	0.114238679	0.321	0.19	6.84E-55	R3	Ssrp1
2.32E-58	0.117081376	0.358	0.219	3.72E-54	R3	Ccar1
3.06E-58	0.130921307	0.405	0.26	4.92E-54	R3	Birc6
8.54E-58	0.125956864	0.384	0.243	1.37E-53	R3	Slc38a2
1.13E-57	0.109144241	0.288	0.165	1.81E-53	R3	Ranbp2
1.67E-57	0.113238062	0.325	0.194	2.69E-53	R3	Myo5a
2.32E-57	0.116865005	0.378	0.234	3.73E-53	R3	Rps8
2.34E-57	0.118717322	0.355	0.217	3.77E-53	R3	Rbbp6
6.90E-57	0.1363406	0.456	0.303	1.11E-52	R3	Smarca5
8.26E-57	0.135883136	0.565	0.395	1.33E-52	R3	Myh9
2.02E-55	0.10205363	0.276	0.157	3.25E-51	R3	Lrp1
2.24E-55	0.131537883	0.445	0.298	3.59E-51	R3	Eprs
2.63E-55	0.137975208	0.581	0.416	4.23E-51	R3	Rock2
6.79E-55	0.122873037	0.428	0.281	1.09E-50	R3	Iqgap1
8.00E-55	0.138145108	0.466	0.315	1.29E-50	R3	Calr
2.25E-54	0.104313575	0.272	0.155	3.62E-50	R3	Syne2
3.23E-54	0.109903427	0.315	0.189	5.19E-50	R3	Cdk11b
7.57E-54	0.11205548	0.34	0.21	1.22E-49	R3	Dhx9
1.67E-53	0.120895489	0.362	0.229	2.69E-49	R3	Hspa4
4.28E-53	0.103112562	0.308	0.184	6.88E-49	R3	Bdp1
5.59E-53	0.114241869	0.34	0.21	8.98E-49	R3	Cdk12
7.40E-53	0.117130225	0.359	0.226	1.19E-48	R3	Otud4
9.30E-53	0.119555364	0.414	0.272	1.49E-48	R3	Wnk1
3.19E-52	0.118596104	0.581	0.401	5.12E-48	R3	Pabpc1
3.43E-52	0.123633004	0.604	0.431	5.52E-48	R3	Cald1
4.92E-52	0.11980609	0.449	0.299	7.90E-48	R3	Canx
3.82E-51	0.10255859	0.285	0.169	6.13E-47	R3	Eif4g1
6.20E-50	0.104148084	0.268	0.157	9.96E-46	R3	Smchd1
6.96E-50	0.102824039	0.325	0.2	1.12E-45	R3	Gpd2
1.55E-49	0.127717153	0.616	0.454	2.48E-45	R3	Eif5b
6.29E-49	0.113369987	0.397	0.261	1.01E-44	R3	Usp34
2.27E-48	0.100791652	0.266	0.157	3.65E-44	R3	Zbtb38
5.35E-48	0.114680974	0.352	0.227	8.59E-44	R3	Hnrnpa2b1
1.07E-46	0.102763131	0.312	0.195	1.71E-42	R3	Kpnb1
1.49E-46	0.123125397	0.494	0.349	2.40E-42	R3	Hspa5
3.65E-46	0.118571213	0.503	0.355	5.86E-42	R3	Ktn1
1.34E-45	0.103856597	0.369	0.241	2.15E-41	R3	Ssb
3.24E-45	0.120832161	0.609	0.446	5.21E-41	R3	Tpr
6.12E-45	0.105697687	0.37	0.243	9.83E-41	R3	Rock1
1.31E-44	0.101887169	0.381	0.251	2.10E-40	R3	Bod1l
2.44E-44	0.114697772	0.566	0.409	3.91E-40	R3	Nes
7.58E-44	0.102222102	0.359	0.235	1.22E-39	R3	Brd2
2.84E-43	0.107310284	0.424	0.29	4.57E-39	R3	Serbp1
3.53E-43	0.10812412	0.345	0.227	5.67E-39	R3	Npnt
4.38E-43	0.108839544	0.573	0.415	7.04E-39	R3	Chd4
6.93E-42	0.101222744	0.372	0.248	1.11E-37	R3	Chd3
4.79E-40	0.108381817	0.44	0.311	7.70E-36	R3	Pbrm1
4.11E-38	0.112710769	0.756	0.618	6.60E-34	R3	Rbm25
1.08E-30	0.101439071	0.732	0.623	1.74E-26	R3	CT010467.1
0	0.364236271	0.695	0.361	0	R4	Grem1
0	0.333746161	0.916	0.761	0	R4	Ncl
3.94E-233	0.303282617	0.577	0.347	6.33E-229	R4	Lgals1
2.84E-228	0.239416103	0.559	0.301	4.56E-224	R4	Ccnd1
3.21E-228	0.288362532	0.546	0.317	5.16E-224	R4	Ptma
4.68E-214	0.251526021	0.943	0.801	7.53E-210	R4	Actb
4.63E-194	0.244981575	0.483	0.275	7.44E-190	R4	Ddx21
9.18E-183	0.252898318	0.908	0.837	1.48E-178	R4	Prrc2c
5.22E-181	0.207684042	0.424	0.23	8.39E-177	R4	Mybbp1a
1.47E-173	0.228094353	0.737	0.501	2.37E-169	R4	Vim
4.40E-172	0.233304825	0.579	0.367	7.07E-168	R4	Hsp90aa1
3.02E-171	0.266767329	0.633	0.433	4.85E-167	R4	Ahnak
7.01E-167	0.196588675	0.396	0.213	1.13E-162	R4	Nolc1
1.34E-146	0.212860463	0.517	0.326	2.15E-142	R4	Taf1d
7.05E-144	0.227242448	0.525	0.337	1.13E-139	R4	Hspa5
4.86E-141	0.183014026	0.37	0.203	7.81E-137	R4	Csf1
2.17E-128	0.150085962	0.602	0.377	3.49E-124	R4	Mki67
1.31E-122	0.17993667	0.427	0.261	2.11E-118	R4	Npm1
3.31E-114	0.164492117	0.377	0.223	5.32E-110	R4	Alcam
4.45E-111	0.153941276	0.318	0.178	7.14E-107	R4	Rpl14
7.82E-111	0.159976484	0.388	0.234	1.26E-106	R4	Ckap4
3.43E-110	0.191044682	0.533	0.367	5.52E-106	R4	Rpl4
2.30E-109	0.138073154	0.278	0.148	3.70E-105	R4	Tcof1
4.12E-107	0.156447049	0.339	0.196	6.62E-103	R4	Hmga2
4.69E-106	0.126837376	0.229	0.114	7.54E-102	R4	S100a4
2.34E-105	0.195334405	0.672	0.51	3.76E-101	R4	Hsp90ab1
1.86E-104	0.123719157	0.252	0.13	2.99E-100	R4	Rplp2
2.49E-102	0.155922453	0.364	0.219	4.01E-98	R4	Pdap1
3.40E-102	0.17485199	0.471	0.313	5.46E-98	R4	Ccdc88a
4.53E-100	0.154405815	0.374	0.228	7.27E-96	R4	Rps8
3.03E-99	0.133035343	0.277	0.151	4.87E-95	R4	Atad2
2.06E-96	0.110823069	0.213	0.105	3.30E-92	R4	Rplp1
1.56E-95	0.140538063	0.341	0.205	2.51E-91	R4	Baz1b
3.56E-95	0.174176928	0.525	0.371	5.72E-91	R4	Plec
3.79E-93	0.119455908	0.263	0.144	6.10E-89	R4	Rps5
5.08E-93	0.116365584	0.246	0.13	8.16E-89	R4	Rpl32
2.61E-92	0.13054621	0.243	0.13	4.19E-88	R4	Pola1
8.79E-91	0.136237126	0.332	0.2	1.41E-86	R4	Pa2g4
1.68E-90	0.105812896	0.217	0.11	2.69E-86	R4	Rpl37
3.44E-90	0.152179014	0.431	0.286	5.52E-86	R4	Eif3a
1.49E-89	0.111386971	0.204	0.103	2.39E-85	R4	Lyar
6.94E-89	0.108852348	0.199	0.099	1.11E-84	R4	Pcolce2
3.22E-88	0.128129495	0.289	0.167	5.18E-84	R4	Rfc1
6.00E-88	0.156767024	0.456	0.309	9.65E-84	R4	Calr
2.14E-86	0.167276524	0.591	0.44	3.44E-82	R4	Tpr
3.74E-85	0.10668267	0.213	0.111	6.01E-81	R4	Nasp
1.06E-84	0.128748438	0.311	0.187	1.71E-80	R4	Nap1l1
2.02E-84	0.128288861	0.282	0.163	3.25E-80	R4	Rif1
7.69E-84	0.129890045	0.307	0.184	1.24E-79	R4	Fth1
1.91E-83	0.12839607	0.311	0.187	3.06E-79	R4	Wdr43
1.62E-80	0.112943396	0.194	0.1	2.60E-76	R4	Clspn
1.85E-79	0.165956488	0.588	0.449	2.97E-75	R4	Eif5b
2.26E-79	0.141764773	0.438	0.298	3.62E-75	R4	Smarca5
6.45E-78	0.121394366	0.304	0.186	1.04E-73	R4	Ssrp1
1.36E-77	0.111233486	0.256	0.147	2.18E-73	R4	Rps24
2.98E-77	0.102055791	0.229	0.125	4.79E-73	R4	Rpl22
1.66E-76	0.111717917	0.26	0.151	2.67E-72	R4	Gnl3
1.77E-75	0.129753762	0.347	0.224	2.85E-71	R4	Hspa4
2.57E-75	0.110636723	0.279	0.166	4.14E-71	R4	Rpl8
7.13E-75	0.129600199	0.382	0.253	1.15E-70	R4	Smarca4
1.02E-73	0.158963774	0.66	0.516	1.63E-69	R4	Lmna
1.73E-72	0.101798152	0.201	0.108	2.78E-68	R4	Zfp36l2
2.10E-72	0.122758065	0.362	0.236	3.38E-68	R4	Prkg2
2.64E-72	0.107908844	0.263	0.156	4.24E-68	R4	Nop58
3.11E-71	0.151158703	0.596	0.455	5.00E-67	R4	Hsp90b1
3.14E-70	0.101928267	0.218	0.122	5.05E-66	R4	S100a10
2.04E-69	0.129859441	0.387	0.26	3.27E-65	R4	Hdgf
1.39E-68	0.109242304	0.278	0.17	2.23E-64	R4	Basp1
7.30E-68	0.142282831	0.626	0.481	1.17E-63	R4	Calm1
1.11E-67	0.112256417	0.29	0.18	1.79E-63	R4	Dek
5.52E-67	0.136564717	0.453	0.322	8.86E-63	R4	Itgb1
9.65E-67	0.103992717	0.294	0.183	1.55E-62	R4	Eif2s2
1.42E-66	0.102583373	0.287	0.177	2.28E-62	R4	Lamb1
3.37E-66	0.101727317	0.274	0.167	5.41E-62	R4	Rpl23
1.28E-65	0.133509835	0.454	0.326	2.05E-61	R4	Tln1
1.83E-64	0.102568025	0.24	0.143	2.95E-60	R4	Ank
3.26E-64	0.123038278	0.369	0.251	5.24E-60	R4	Smc1a
6.49E-64	0.132847708	0.503	0.372	1.04E-59	R4	Scaf11
3.02E-63	0.10551807	0.276	0.172	4.86E-59	R4	Hspd1
9.62E-63	0.120016456	0.335	0.222	1.55E-58	R4	Otud4
1.28E-61	0.1099664	0.345	0.228	2.06E-57	R4	Anxa2
1.93E-61	0.130399626	0.537	0.397	3.10E-57	R4	Pabpc1
1.53E-60	0.101638107	0.291	0.185	2.46E-56	R4	Cdk11b
1.14E-59	0.108500694	0.274	0.174	1.83E-55	R4	Ybx1
2.76E-59	0.111522672	0.325	0.216	4.44E-55	R4	Cfl1
3.38E-56	0.109820784	0.34	0.232	5.43E-52	R4	Brd2
3.58E-55	0.102500811	0.26	0.166	5.76E-51	R4	Eif4g1
7.39E-52	0.102260429	0.296	0.197	1.19E-47	R4	Gpd2
1.83E-50	0.103730844	0.302	0.205	2.94E-46	R4	Flna
6.74E-49	0.10629161	0.396	0.287	1.08E-44	R4	Serbp1
1.47E-48	0.103392826	0.302	0.207	2.37E-44	R4	Smc3
9.28E-48	0.108761237	0.58	0.457	1.49E-43	R4	Rrbp1
3.38E-47	0.122005202	0.713	0.617	5.43E-43	R4	Rbm25
4.23E-47	0.109430844	0.477	0.362	6.80E-43	R4	Nucks1
1.12E-45	0.117608206	0.548	0.43	1.79E-41	R4	Cald1
5.69E-43	0.104320538	0.397	0.294	9.14E-39	R4	Ankrd11
5.40E-40	0.122278286	0.49	0.392	8.67E-36	R4	Hnrnpu
4.46E-39	0.102466589	0.517	0.414	7.17E-35	R4	Chd4
0	1.185368066	0.968	0.306	0	R5	Ankrd1
0	0.793482146	0.79	0.18	0	R5	Thbs1
0	0.436863413	0.508	0.085	0	R5	Ccn1
0	0.43564527	0.524	0.117	0	R5	Inhba
0	0.434081496	0.611	0.205	0	R5	Csf1
0	0.271094907	0.365	0.081	0	R5	Hist1h1b
2.64E-294	0.499458249	0.831	0.381	4.24E-290	R5	Grem1
4.09E-279	0.437384352	0.793	0.338	6.57E-275	R5	Top2a
2.97E-247	0.200087258	0.242	0.047	4.77E-243	R5	Akap12
1.52E-244	0.467419678	0.98	0.81	2.45E-240	R5	Actb
2.02E-225	0.193954106	0.253	0.055	3.24E-221	R5	Hbegf
1.00E-211	0.203935967	0.253	0.057	1.61E-207	R5	Ptgs2
1.90E-198	0.392622752	0.955	0.772	3.05E-194	R5	Ncl
8.91E-188	0.35364701	0.763	0.387	1.43E-183	R5	Mki67
2.55E-185	0.2505032	0.412	0.145	4.10E-181	R5	Flnb
1.52E-180	0.338223157	0.654	0.323	2.45E-176	R5	Itgb1
3.55E-177	0.362495957	0.79	0.441	5.70E-173	R5	Ahnak
4.95E-164	0.289962338	0.67	0.316	7.95E-160	R5	Ccnd1
1.69E-162	0.183797283	0.279	0.081	2.72E-158	R5	Phlda1
6.75E-160	0.317019794	0.741	0.406	1.08E-155	R5	Nes
1.37E-156	0.290936308	0.596	0.286	2.20E-152	R5	Ddx21
3.63E-156	0.297563877	0.642	0.327	5.83E-152	R5	Tln1
9.04E-155	0.304946758	0.721	0.393	1.45E-150	R5	Myh9
6.67E-154	0.251552507	0.48	0.204	1.07E-149	R5	Flna
4.31E-150	0.166491696	0.242	0.067	6.92E-146	R5	Epha4
2.38E-146	0.145321348	0.195	0.047	3.82E-142	R5	Serpine1
